wd	ms	distance	reddening	obs_u	obs_g	obs_r	obs_i	model_u	model_g	model_r	model_i	E(B-V)	Iexcess	comp_spectype	avg_diff
B5	M2	700.0	1.8	14.918	14.269	13.336	12.888	15.86	14.838	13.018	11.943	2.137	-0.104	-	0.693	
B5	M2	800.0	1.8	14.918	14.269	13.336	12.888	16.15	15.128	13.308	12.233	2.137	-0.104	-	0.693	
M2	B5	600.0	1.8	14.918	14.269	13.336	12.888	15.525	14.503	12.683	11.608	2.137	-0.104	-	0.693	
M2	B5	700.0	1.8	14.918	14.269	13.336	12.888	15.86	14.838	13.018	11.943	2.137	-0.104	-	0.693	
M2	B5	800.0	1.8	14.918	14.269	13.336	12.888	16.15	15.128	13.308	12.233	2.137	-0.104	-	0.693	
B5	M0	700.0	1.8	14.918	14.269	13.336	12.888	15.86	14.837	13.017	11.942	2.137	-0.104	-	0.694	
B5	M0	800.0	1.8	14.918	14.269	13.336	12.888	16.15	15.127	13.307	12.232	2.137	-0.104	-	0.694	
M0	B5	700.0	1.8	14.918	14.269	13.336	12.888	15.86	14.837	13.017	11.942	2.137	-0.104	-	0.694	
M0	B5	800.0	1.8	14.918	14.269	13.336	12.888	16.15	15.127	13.307	12.232	2.137	-0.104	-	0.694	
B5	M0	600.0	1.8	14.918	14.269	13.336	12.888	15.525	14.503	12.683	11.608	2.137	-0.104	-	0.694	
M0	B5	600.0	1.8	14.918	14.269	13.336	12.888	15.525	14.503	12.683	11.608	2.137	-0.104	-	0.694	
B5	M4	900.0	1.4	14.918	14.269	13.336	12.888	14.465	13.956	12.521	11.693	1.709	-0.035	-	0.694	
M4	B5	900.0	1.4	14.918	14.269	13.336	12.888	14.465	13.956	12.521	11.693	1.709	-0.035	-	0.694	
B5	M2	900.0	1.4	14.918	14.269	13.336	12.888	14.465	13.956	12.521	11.693	1.709	-0.035	-	0.694	
M2	B5	900.0	1.4	14.918	14.269	13.336	12.888	14.465	13.956	12.521	11.693	1.709	-0.035	-	0.694	
B5	K5	800.0	1.8	14.918	14.269	13.336	12.888	16.15	15.127	13.307	12.231	2.137	-0.103	-	0.694	
K5	B5	800.0	1.8	14.918	14.269	13.336	12.888	16.15	15.127	13.307	12.231	2.137	-0.103	-	0.694	
B5	K5	600.0	1.8	14.918	14.269	13.336	12.888	15.525	14.503	12.682	11.607	2.137	-0.103	-	0.694	
B5	K5	700.0	1.8	14.918	14.269	13.336	12.888	15.86	14.837	13.017	11.941	2.137	-0.103	-	0.694	
K5	B5	600.0	1.8	14.918	14.269	13.336	12.888	15.525	14.503	12.682	11.607	2.137	-0.103	-	0.694	
K5	B5	700.0	1.8	14.918	14.269	13.336	12.888	15.86	14.837	13.017	11.941	2.137	-0.103	-	0.694	
B5	M0	900.0	1.4	14.918	14.269	13.336	12.888	14.465	13.956	12.52	11.692	1.71	-0.035	-	0.694	
M0	B5	900.0	1.4	14.918	14.269	13.336	12.888	14.465	13.956	12.52	11.692	1.71	-0.035	-	0.694	
B5	K2	600.0	1.8	14.918	14.269	13.336	12.888	15.525	14.502	12.681	11.605	2.137	-0.103	-	0.694	
B5	K2	700.0	1.8	14.918	14.269	13.336	12.888	15.86	14.837	13.016	11.94	2.137	-0.103	-	0.694	
B5	K2	800.0	1.8	14.918	14.269	13.336	12.888	16.149	15.127	13.306	12.23	2.137	-0.103	-	0.694	
K2	B5	600.0	1.8	14.918	14.269	13.336	12.888	15.525	14.502	12.681	11.605	2.137	-0.103	-	0.694	
K2	B5	700.0	1.8	14.918	14.269	13.336	12.888	15.86	14.837	13.016	11.94	2.137	-0.103	-	0.694	
K2	B5	800.0	1.8	14.918	14.269	13.336	12.888	16.149	15.127	13.306	12.23	2.137	-0.103	-	0.694	
B5	K5	900.0	1.4	14.918	14.269	13.336	12.888	14.465	13.956	12.52	11.692	1.71	-0.035	-	0.695	
K5	B5	900.0	1.4	14.918	14.269	13.336	12.888	14.465	13.956	12.52	11.692	1.71	-0.035	-	0.695	
B8	A0	1200.0	1.4	14.918	14.269	13.336	12.888	16.138	15.365	13.766	12.852	1.929	-0.145	-	0.695	
A0	B8	1200.0	1.4	14.918	14.269	13.336	12.888	16.138	15.365	13.766	12.852	1.929	-0.145	-	0.695	
B5	A0	1300.0	1.6	14.918	14.269	13.336	12.888	16.126	15.319	13.656	12.685	1.958	-0.072	-	0.695	
A0	B5	1300.0	1.6	14.918	14.269	13.336	12.888	16.126	15.319	13.656	12.685	1.958	-0.072	-	0.695	
B5	G0	1000.0	1.7	14.918	14.269	13.336	12.888	16.148	15.252	13.524	12.507	2.031	-0.081	-	0.695	
G0	B5	1000.0	1.7	14.918	14.269	13.336	12.888	16.148	15.252	13.524	12.507	2.031	-0.081	-	0.695	
B5	K2	900.0	1.4	14.918	14.269	13.336	12.888	14.465	13.955	12.519	11.69	1.71	-0.034	-	0.696	
K2	B5	900.0	1.4	14.918	14.269	13.336	12.888	14.465	13.955	12.519	11.69	1.71	-0.034	-	0.696	
B5	K2	1000.0	1.7	14.918	14.269	13.336	12.888	16.149	15.256	13.53	12.516	2.029	-0.083	-	0.696	
K2	B5	1000.0	1.7	14.918	14.269	13.336	12.888	16.149	15.256	13.53	12.516	2.029	-0.083	-	0.696	
B5	M4	1000.0	1.7	14.918	14.269	13.336	12.888	16.15	15.257	13.532	12.52	2.029	-0.084	-	0.696	
M4	B5	1000.0	1.7	14.918	14.269	13.336	12.888	16.15	15.257	13.532	12.52	2.029	-0.084	-	0.696	
B5	M2	1000.0	1.7	14.918	14.269	13.336	12.888	16.15	15.257	13.532	12.519	2.029	-0.084	-	0.696	
M2	B5	1000.0	1.7	14.918	14.269	13.336	12.888	16.15	15.257	13.532	12.519	2.029	-0.084	-	0.696	
B5	M0	1000.0	1.7	14.918	14.269	13.336	12.888	16.15	15.257	13.532	12.519	2.029	-0.084	-	0.696	
M0	B5	1000.0	1.7	14.918	14.269	13.336	12.888	16.15	15.257	13.532	12.519	2.029	-0.084	-	0.696	
B5	K5	1000.0	1.7	14.918	14.269	13.336	12.888	16.149	15.257	13.531	12.518	2.029	-0.083	-	0.696	
K5	B5	1000.0	1.7	14.918	14.269	13.336	12.888	16.149	15.257	13.531	12.518	2.029	-0.083	-	0.696	
A0	F0	600.0	1.1	14.918	14.269	13.336	12.888	14.475	13.919	12.508	11.724	1.748	-0.166	-	0.696	
F0	A0	600.0	1.1	14.918	14.269	13.336	12.888	14.475	13.919	12.508	11.724	1.748	-0.166	-	0.696	
B5	G0	600.0	1.8	14.918	14.269	13.336	12.888	15.524	14.498	12.674	11.596	2.139	-0.101	-	0.697	
B5	G0	700.0	1.8	14.918	14.269	13.336	12.888	15.858	14.833	13.009	11.931	2.139	-0.101	-	0.697	
B5	G0	800.0	1.8	14.918	14.269	13.336	12.888	16.148	15.123	13.299	12.221	2.139	-0.101	-	0.697	
G0	B5	600.0	1.8	14.918	14.269	13.336	12.888	15.524	14.498	12.674	11.596	2.139	-0.101	-	0.697	
G0	B5	700.0	1.8	14.918	14.269	13.336	12.888	15.858	14.833	13.009	11.931	2.139	-0.101	-	0.697	
G0	B5	800.0	1.8	14.918	14.269	13.336	12.888	16.148	15.123	13.299	12.221	2.139	-0.101	-	0.697	
B8	A0	1000.0	1.1	14.918	14.269	13.336	12.888	14.286	13.892	12.585	11.856	1.614	-0.106	-	0.698	
A0	B8	1000.0	1.1	14.918	14.269	13.336	12.888	14.286	13.892	12.585	11.856	1.614	-0.106	-	0.698	
B5	G0	900.0	1.4	14.918	14.269	13.336	12.888	14.464	13.952	12.512	11.681	1.712	-0.032	-	0.701	
G0	B5	900.0	1.4	14.918	14.269	13.336	12.888	14.464	13.952	12.512	11.681	1.712	-0.032	-	0.701	
B5	F5	800.0	1.8	14.918	14.269	13.336	12.888	16.145	15.115	13.288	12.207	2.143	-0.1	-	0.701	
F5	B5	800.0	1.8	14.918	14.269	13.336	12.888	16.145	15.115	13.288	12.207	2.143	-0.1	-	0.701	
B5	F5	600.0	1.8	14.918	14.269	13.336	12.888	15.52	14.491	12.663	11.582	2.143	-0.1	-	0.701	
B5	F5	700.0	1.8	14.918	14.269	13.336	12.888	15.855	14.825	12.998	11.917	2.143	-0.1	-	0.701	
F5	B5	600.0	1.8	14.918	14.269	13.336	12.888	15.52	14.491	12.663	11.582	2.143	-0.1	-	0.701	
F5	B5	700.0	1.8	14.918	14.269	13.336	12.888	15.855	14.825	12.998	11.917	2.143	-0.1	-	0.701	
A0	G0	800.0	1.3	14.918	14.269	13.336	12.888	16.162	15.377	13.784	12.884	1.939	-0.182	-	0.701	
G0	A0	800.0	1.3	14.918	14.269	13.336	12.888	16.162	15.377	13.784	12.884	1.939	-0.182	-	0.701	
B5	F0	800.0	1.8	14.918	14.269	13.336	12.888	16.138	15.104	13.273	12.19	2.147	-0.1	-	0.704	
F0	B5	800.0	1.8	14.918	14.269	13.336	12.888	16.138	15.104	13.273	12.19	2.147	-0.1	-	0.704	
B5	F0	600.0	1.8	14.918	14.269	13.336	12.888	15.513	14.48	12.648	11.565	2.147	-0.1	-	0.704	
B5	F0	700.0	1.8	14.918	14.269	13.336	12.888	15.848	14.814	12.983	11.9	2.147	-0.1	-	0.704	
F0	B5	600.0	1.8	14.918	14.269	13.336	12.888	15.513	14.48	12.648	11.565	2.147	-0.1	-	0.704	
F0	B5	700.0	1.8	14.918	14.269	13.336	12.888	15.848	14.814	12.983	11.9	2.147	-0.1	-	0.704	
B8	M4	1300.0	0.8	14.918	14.269	13.336	12.888	13.747	13.771	12.799	12.272	1.265	-0.072	-	0.706	
M4	B8	1300.0	0.8	14.918	14.269	13.336	12.888	13.747	13.771	12.799	12.272	1.265	-0.072	-	0.706	
B8	M2	1300.0	0.8	14.918	14.269	13.336	12.888	13.747	13.771	12.798	12.271	1.265	-0.071	-	0.706	
M2	B8	1300.0	0.8	14.918	14.269	13.336	12.888	13.747	13.771	12.798	12.271	1.265	-0.071	-	0.706	
B8	A0	800.0	1.6	14.918	14.269	13.336	12.888	16.226	15.197	13.406	12.37	2.143	-0.182	-	0.706	
A0	B8	800.0	1.6	14.918	14.269	13.336	12.888	16.226	15.197	13.406	12.37	2.143	-0.182	-	0.706	
B8	M0	1300.0	0.8	14.918	14.269	13.336	12.888	13.747	13.77	12.798	12.27	1.266	-0.07	-	0.707	
M0	B8	1300.0	0.8	14.918	14.269	13.336	12.888	13.747	13.77	12.798	12.27	1.266	-0.07	-	0.707	
F0	F5	800.0	0.8	14.918	14.269	13.336	12.888	15.825	15.278	13.928	13.209	1.741	-0.281	-	0.707	
F5	F0	800.0	0.8	14.918	14.269	13.336	12.888	15.825	15.278	13.928	13.209	1.741	-0.281	-	0.707	
B8	K5	1300.0	0.8	14.918	14.269	13.336	12.888	13.747	13.77	12.796	12.268	1.266	-0.07	-	0.708	
K5	B8	1300.0	0.8	14.918	14.269	13.336	12.888	13.747	13.77	12.796	12.268	1.266	-0.07	-	0.708	
B5	F5	900.0	1.4	14.918	14.269	13.336	12.888	14.46	13.944	12.501	11.667	1.715	-0.031	-	0.71	
F5	B5	900.0	1.4	14.918	14.269	13.336	12.888	14.46	13.944	12.501	11.667	1.715	-0.031	-	0.71	
B8	K2	1300.0	0.8	14.918	14.269	13.336	12.888	13.746	13.768	12.793	12.263	1.267	-0.069	-	0.71	
K2	B8	1300.0	0.8	14.918	14.269	13.336	12.888	13.746	13.768	12.793	12.263	1.267	-0.069	-	0.71	
F0	K2	900.0	0.6	14.918	14.269	13.336	12.888	15.476	15.211	14.079	13.488	1.506	-0.241	-	0.711	
K2	F0	900.0	0.6	14.918	14.269	13.336	12.888	15.476	15.211	14.079	13.488	1.506	-0.241	-	0.711	
A0	A0	1300.0	1.2	14.918	14.269	13.336	12.888	15.993	15.35	13.87	13.043	1.821	-0.174	-	0.711	
B5	A0	1300.0	1.2	14.918	14.269	13.336	12.888	14.185	13.884	12.61	11.886	1.536	-0.017	-	0.712	
A0	B5	1300.0	1.2	14.918	14.269	13.336	12.888	14.185	13.884	12.61	11.886	1.536	-0.017	-	0.712	
F5	F5	900.0	0.6	14.918	14.269	13.336	12.888	15.659	15.235	14.006	13.37	1.638	-0.315	-	0.715	
A0	G0	1200.0	0.6	14.918	14.269	13.336	12.888	13.645	13.725	12.827	12.354	1.218	-0.122	-	0.715	
G0	A0	1200.0	0.6	14.918	14.269	13.336	12.888	13.645	13.725	12.827	12.354	1.218	-0.122	-	0.715	
B8	B8	1000.0	1.2	14.918	14.269	13.336	12.888	14.367	13.898	12.528	11.756	1.676	-0.101	-	0.715	
B8	F5	1200.0	1.3	14.918	14.269	13.336	12.888	15.983	15.371	13.886	13.041	1.794	-0.108	-	0.718	
F5	B8	1200.0	1.3	14.918	14.269	13.336	12.888	15.983	15.371	13.886	13.041	1.794	-0.108	-	0.718	
B5	B8	1200.0	1.3	14.918	14.269	13.336	12.888	14.34	13.907	12.535	11.75	1.646	-0.037	-	0.72	
B8	B5	1200.0	1.3	14.918	14.269	13.336	12.888	14.34	13.907	12.535	11.75	1.646	-0.037	-	0.72	
B8	F0	700.0	1.6	14.918	14.269	13.336	12.888	16.243	15.24	13.461	12.428	2.121	-0.162	-	0.72	
F0	B8	700.0	1.6	14.918	14.269	13.336	12.888	16.243	15.24	13.461	12.428	2.121	-0.162	-	0.72	
B5	F0	900.0	1.4	14.918	14.269	13.336	12.888	14.454	13.933	12.486	11.65	1.719	-0.031	-	0.722	
F0	B5	900.0	1.4	14.918	14.269	13.336	12.888	14.454	13.933	12.486	11.65	1.719	-0.031	-	0.722	
B8	A0	1000.0	1.5	14.918	14.269	13.336	12.888	16.226	15.326	13.63	12.656	2.036	-0.163	-	0.723	
A0	B8	1000.0	1.5	14.918	14.269	13.336	12.888	16.226	15.326	13.63	12.656	2.036	-0.163	-	0.723	
B8	G0	1300.0	0.8	14.918	14.269	13.336	12.888	13.742	13.758	12.776	12.242	1.272	-0.065	-	0.723	
G0	B8	1300.0	0.8	14.918	14.269	13.336	12.888	13.742	13.758	12.776	12.242	1.272	-0.065	-	0.723	
B5	M4	1200.0	1.2	14.918	14.269	13.336	12.888	14.119	13.86	12.622	11.917	1.501	-0.013	-	0.723	
M4	B5	1200.0	1.2	14.918	14.269	13.336	12.888	14.119	13.86	12.622	11.917	1.501	-0.013	-	0.723	
A0	F5	1300.0	1.0	14.918	14.269	13.336	12.888	15.728	15.306	13.996	13.274	1.637	-0.147	-	0.723	
F5	A0	1300.0	1.0	14.918	14.269	13.336	12.888	15.728	15.306	13.996	13.274	1.637	-0.147	-	0.723	
B5	M2	1200.0	1.2	14.918	14.269	13.336	12.888	14.119	13.86	12.621	11.917	1.501	-0.013	-	0.723	
M2	B5	1200.0	1.2	14.918	14.269	13.336	12.888	14.119	13.86	12.621	11.917	1.501	-0.013	-	0.723	
B5	M0	1200.0	1.2	14.918	14.269	13.336	12.888	14.119	13.86	12.621	11.916	1.501	-0.012	-	0.724	
M0	B5	1200.0	1.2	14.918	14.269	13.336	12.888	14.119	13.86	12.621	11.916	1.501	-0.012	-	0.724	
B5	K5	1200.0	1.2	14.918	14.269	13.336	12.888	14.119	13.86	12.621	11.915	1.501	-0.012	-	0.724	
K5	B5	1200.0	1.2	14.918	14.269	13.336	12.888	14.119	13.86	12.621	11.915	1.501	-0.012	-	0.724	
B5	K2	1200.0	1.2	14.918	14.269	13.336	12.888	14.119	13.859	12.619	11.914	1.501	-0.011	-	0.725	
K2	B5	1200.0	1.2	14.918	14.269	13.336	12.888	14.119	13.859	12.619	11.914	1.501	-0.011	-	0.725	
B5	B5	800.0	1.7	14.918	14.269	13.336	12.888	14.912	14.02	12.295	11.282	2.029	-0.084	-	0.725	
A0	K2	800.0	1.3	14.918	14.269	13.336	12.888	16.174	15.4	13.818	12.924	1.93	-0.185	-	0.726	
K2	A0	800.0	1.3	14.918	14.269	13.336	12.888	16.174	15.4	13.818	12.924	1.93	-0.185	-	0.726	
B5	A0	800.0	1.8	14.918	14.269	13.336	12.888	16.041	14.975	13.122	12.027	2.174	-0.111	-	0.726	
A0	B5	800.0	1.8	14.918	14.269	13.336	12.888	16.041	14.975	13.122	12.027	2.174	-0.111	-	0.726	
B5	A0	600.0	1.8	14.918	14.269	13.336	12.888	15.417	14.35	12.497	11.402	2.174	-0.111	-	0.726	
B5	A0	700.0	1.8	14.918	14.269	13.336	12.888	15.751	14.685	12.832	11.737	2.174	-0.111	-	0.726	
A0	B5	600.0	1.8	14.918	14.269	13.336	12.888	15.417	14.35	12.497	11.402	2.174	-0.111	-	0.726	
A0	B5	700.0	1.8	14.918	14.269	13.336	12.888	15.751	14.685	12.832	11.737	2.174	-0.111	-	0.726	
A0	F0	800.0	0.9	14.918	14.269	13.336	12.888	14.129	13.822	12.608	11.946	1.541	-0.146	-	0.726	
F0	A0	800.0	0.9	14.918	14.269	13.336	12.888	14.129	13.822	12.608	11.946	1.541	-0.146	-	0.726	
B8	B8	1200.0	1.5	14.918	14.269	13.336	12.888	16.218	15.369	13.708	12.751	1.993	-0.145	-	0.727	
B5	B8	800.0	1.8	14.918	14.269	13.336	12.888	15.884	14.812	12.959	11.865	2.179	-0.121	-	0.727	
B5	B8	900.0	1.8	14.918	14.269	13.336	12.888	16.14	15.067	13.214	12.121	2.179	-0.121	-	0.727	
B8	B5	800.0	1.8	14.918	14.269	13.336	12.888	15.884	14.812	12.959	11.865	2.179	-0.121	-	0.727	
B8	B5	900.0	1.8	14.918	14.269	13.336	12.888	16.14	15.067	13.214	12.121	2.179	-0.121	-	0.727	
B5	B8	700.0	1.8	14.918	14.269	13.336	12.888	15.594	14.522	12.669	11.575	2.179	-0.121	-	0.727	
B8	B5	700.0	1.8	14.918	14.269	13.336	12.888	15.594	14.522	12.669	11.575	2.179	-0.121	-	0.727	
B5	G0	1200.0	1.2	14.918	14.269	13.336	12.888	14.118	13.856	12.613	11.905	1.503	-0.009	-	0.73	
G0	B5	1200.0	1.2	14.918	14.269	13.336	12.888	14.118	13.856	12.613	11.905	1.503	-0.009	-	0.73	
A0	F0	700.0	1.4	14.918	14.269	13.336	12.888	16.264	15.328	13.626	12.658	2.065	-0.211	-	0.731	
F0	A0	700.0	1.4	14.918	14.269	13.336	12.888	16.264	15.328	13.626	12.658	2.065	-0.211	-	0.731	
A0	F5	900.0	0.8	14.918	14.269	13.336	12.888	13.959	13.783	12.672	12.072	1.431	-0.132	-	0.731	
F5	A0	900.0	0.8	14.918	14.269	13.336	12.888	13.959	13.783	12.672	12.072	1.431	-0.132	-	0.731	
A0	K5	800.0	1.3	14.918	14.269	13.336	12.888	16.175	15.404	13.824	12.933	1.928	-0.186	-	0.731	
K5	A0	800.0	1.3	14.918	14.269	13.336	12.888	16.175	15.404	13.824	12.933	1.928	-0.186	-	0.731	
B8	B8	600.0	1.7	14.918	14.269	13.336	12.888	15.682	14.575	12.723	11.643	2.208	-0.184	-	0.732	
B8	B8	700.0	1.7	14.918	14.269	13.336	12.888	16.017	14.91	13.058	11.978	2.208	-0.184	-	0.732	
B8	F5	700.0	1.6	14.918	14.269	13.336	12.888	16.267	15.272	13.498	12.468	2.114	-0.158	-	0.733	
F5	B8	700.0	1.6	14.918	14.269	13.336	12.888	16.267	15.272	13.498	12.468	2.114	-0.158	-	0.733	
A0	M0	800.0	1.3	14.918	14.269	13.336	12.888	16.176	15.405	13.828	12.937	1.927	-0.187	-	0.734	
M0	A0	800.0	1.3	14.918	14.269	13.336	12.888	16.176	15.405	13.828	12.937	1.927	-0.187	-	0.734	
A0	M2	800.0	1.3	14.918	14.269	13.336	12.888	16.176	15.406	13.83	12.94	1.927	-0.188	-	0.735	
M2	A0	800.0	1.3	14.918	14.269	13.336	12.888	16.176	15.406	13.83	12.94	1.927	-0.188	-	0.735	
A0	M4	800.0	1.3	14.918	14.269	13.336	12.888	16.176	15.406	13.83	12.941	1.927	-0.189	-	0.736	
M4	A0	800.0	1.3	14.918	14.269	13.336	12.888	16.176	15.406	13.83	12.941	1.927	-0.189	-	0.736	
F0	F5	600.0	1.0	14.918	14.269	13.336	12.888	16.169	15.372	13.827	12.986	1.949	-0.305	-	0.736	
F5	F0	600.0	1.0	14.918	14.269	13.336	12.888	16.169	15.372	13.827	12.986	1.949	-0.305	-	0.736	
B8	M4	700.0	1.2	14.918	14.269	13.336	12.888	14.345	13.876	12.506	11.734	1.676	-0.101	-	0.737	
M4	B8	700.0	1.2	14.918	14.269	13.336	12.888	14.345	13.876	12.506	11.734	1.676	-0.101	-	0.737	
B8	M2	700.0	1.2	14.918	14.269	13.336	12.888	14.345	13.876	12.506	11.734	1.676	-0.101	-	0.738	
M2	B8	700.0	1.2	14.918	14.269	13.336	12.888	14.345	13.876	12.506	11.734	1.676	-0.101	-	0.738	
B8	B8	800.0	1.7	14.918	14.269	13.336	12.888	16.307	15.199	13.348	12.268	2.208	-0.184	-	0.738	
A0	G0	1100.0	1.1	14.918	14.269	13.336	12.888	15.883	15.351	13.953	13.175	1.729	-0.154	-	0.738	
G0	A0	1100.0	1.1	14.918	14.269	13.336	12.888	15.883	15.351	13.953	13.175	1.729	-0.154	-	0.738	
B8	M0	700.0	1.2	14.918	14.269	13.336	12.888	14.345	13.876	12.505	11.732	1.676	-0.1	-	0.738	
M0	B8	700.0	1.2	14.918	14.269	13.336	12.888	14.345	13.876	12.505	11.732	1.676	-0.1	-	0.738	
B5	F5	1200.0	1.2	14.918	14.269	13.336	12.888	14.114	13.849	12.602	11.891	1.506	-0.008	-	0.739	
F5	B5	1200.0	1.2	14.918	14.269	13.336	12.888	14.114	13.849	12.602	11.891	1.506	-0.008	-	0.739	
B8	M4	1100.0	0.9	14.918	14.269	13.336	12.888	13.87	13.772	12.699	12.111	1.367	-0.076	-	0.739	
M4	B8	1100.0	0.9	14.918	14.269	13.336	12.888	13.87	13.772	12.699	12.111	1.367	-0.076	-	0.739	
B8	K5	700.0	1.2	14.918	14.269	13.336	12.888	14.345	13.875	12.503	11.73	1.677	-0.099	-	0.739	
K5	B8	700.0	1.2	14.918	14.269	13.336	12.888	14.345	13.875	12.503	11.73	1.677	-0.099	-	0.739	
A0	F0	1000.0	1.2	14.918	14.269	13.336	12.888	16.069	15.388	13.879	13.034	1.853	-0.179	-	0.739	
F0	A0	1000.0	1.2	14.918	14.269	13.336	12.888	16.069	15.388	13.879	13.034	1.853	-0.179	-	0.739	
B5	A0	1100.0	1.7	14.918	14.269	13.336	12.888	16.248	15.312	13.554	12.521	2.065	-0.091	-	0.739	
A0	B5	1100.0	1.7	14.918	14.269	13.336	12.888	16.248	15.312	13.554	12.521	2.065	-0.091	-	0.739	
B8	M2	1100.0	0.9	14.918	14.269	13.336	12.888	13.87	13.772	12.699	12.111	1.367	-0.075	-	0.74	
M2	B8	1100.0	0.9	14.918	14.269	13.336	12.888	13.87	13.772	12.699	12.111	1.367	-0.075	-	0.74	
B8	M0	1100.0	0.9	14.918	14.269	13.336	12.888	13.87	13.772	12.698	12.109	1.367	-0.075	-	0.74	
M0	B8	1100.0	0.9	14.918	14.269	13.336	12.888	13.87	13.772	12.698	12.109	1.367	-0.075	-	0.74	
B8	G0	700.0	1.6	14.918	14.269	13.336	12.888	16.279	15.294	13.527	12.502	2.106	-0.157	-	0.741	
G0	B8	700.0	1.6	14.918	14.269	13.336	12.888	16.279	15.294	13.527	12.502	2.106	-0.157	-	0.741	
A0	A0	900.0	1.0	14.918	14.269	13.336	12.888	14.225	13.831	12.548	11.843	1.613	-0.151	-	0.741	
B8	K5	1100.0	0.9	14.918	14.269	13.336	12.888	13.87	13.771	12.697	12.107	1.367	-0.074	-	0.741	
K5	B8	1100.0	0.9	14.918	14.269	13.336	12.888	13.87	13.771	12.697	12.107	1.367	-0.074	-	0.741	
B8	G0	1200.0	1.3	14.918	14.269	13.336	12.888	15.995	15.393	13.915	13.075	1.787	-0.107	-	0.742	
G0	B8	1200.0	1.3	14.918	14.269	13.336	12.888	15.995	15.393	13.915	13.075	1.787	-0.107	-	0.742	
F0	F0	800.0	0.9	14.918	14.269	13.336	12.888	15.947	15.334	13.928	13.17	1.796	-0.276	-	0.742	
B8	K2	700.0	1.2	14.918	14.269	13.336	12.888	14.344	13.873	12.5	11.725	1.678	-0.098	-	0.742	
K2	B8	700.0	1.2	14.918	14.269	13.336	12.888	14.344	13.873	12.5	11.725	1.678	-0.098	-	0.742	
F0	K5	900.0	0.6	14.918	14.269	13.336	12.888	15.494	15.24	14.117	13.53	1.497	-0.24	-	0.743	
K5	F0	900.0	0.6	14.918	14.269	13.336	12.888	15.494	15.24	14.117	13.53	1.497	-0.24	-	0.743	
F0	F5	1100.0	0.6	14.918	14.269	13.336	12.888	15.547	15.245	14.094	13.496	1.536	-0.265	-	0.743	
F5	F0	1100.0	0.6	14.918	14.269	13.336	12.888	15.547	15.245	14.094	13.496	1.536	-0.265	-	0.743	
B5	B5	1200.0	1.8	14.918	14.269	13.336	12.888	16.278	15.255	13.436	12.361	2.137	-0.104	-	0.743	
B8	K2	700.0	1.6	14.918	14.269	13.336	12.888	16.284	15.304	13.544	12.523	2.102	-0.161	-	0.743	
K2	B8	700.0	1.6	14.918	14.269	13.336	12.888	16.284	15.304	13.544	12.523	2.102	-0.161	-	0.743	
B8	M4	700.0	1.6	14.918	14.269	13.336	12.888	16.285	15.307	13.55	12.532	2.1	-0.163	-	0.744	
M4	B8	700.0	1.6	14.918	14.269	13.336	12.888	16.285	15.307	13.55	12.532	2.1	-0.163	-	0.744	
B8	K5	700.0	1.6	14.918	14.269	13.336	12.888	16.285	15.306	13.547	12.528	2.101	-0.161	-	0.744	
K5	B8	700.0	1.6	14.918	14.269	13.336	12.888	16.285	15.306	13.547	12.528	2.101	-0.161	-	0.744	
B8	M2	700.0	1.6	14.918	14.269	13.336	12.888	16.285	15.307	13.55	12.532	2.1	-0.163	-	0.744	
M2	B8	700.0	1.6	14.918	14.269	13.336	12.888	16.285	15.307	13.55	12.532	2.1	-0.163	-	0.744	
B8	M0	700.0	1.6	14.918	14.269	13.336	12.888	16.285	15.307	13.549	12.53	2.1	-0.162	-	0.744	
M0	B8	700.0	1.6	14.918	14.269	13.336	12.888	16.285	15.307	13.549	12.53	2.1	-0.162	-	0.744	
B8	K2	1100.0	0.9	14.918	14.269	13.336	12.888	13.869	13.769	12.693	12.103	1.368	-0.073	-	0.744	
K2	B8	1100.0	0.9	14.918	14.269	13.336	12.888	13.869	13.769	12.693	12.103	1.368	-0.073	-	0.744	
F0	F5	700.0	0.9	14.918	14.269	13.336	12.888	16.019	15.348	13.9	13.12	1.845	-0.292	-	0.744	
F5	F0	700.0	0.9	14.918	14.269	13.336	12.888	16.019	15.348	13.9	13.12	1.845	-0.292	-	0.744	
A0	M4	1000.0	0.7	14.918	14.269	13.336	12.888	13.749	13.723	12.74	12.218	1.307	-0.133	-	0.745	
M4	A0	1000.0	0.7	14.918	14.269	13.336	12.888	13.749	13.723	12.74	12.218	1.307	-0.133	-	0.745	
B8	M4	600.0	1.3	14.918	14.269	13.336	12.888	14.496	13.901	12.433	11.6	1.781	-0.114	-	0.745	
M4	B8	600.0	1.3	14.918	14.269	13.336	12.888	14.496	13.901	12.433	11.6	1.781	-0.114	-	0.745	
A0	M2	1000.0	0.7	14.918	14.269	13.336	12.888	13.749	13.723	12.74	12.217	1.307	-0.132	-	0.745	
M2	A0	1000.0	0.7	14.918	14.269	13.336	12.888	13.749	13.723	12.74	12.217	1.307	-0.132	-	0.745	
B8	M2	600.0	1.3	14.918	14.269	13.336	12.888	14.496	13.901	12.433	11.599	1.781	-0.113	-	0.746	
M2	B8	600.0	1.3	14.918	14.269	13.336	12.888	14.496	13.901	12.433	11.599	1.781	-0.113	-	0.746	
B8	M0	600.0	1.3	14.918	14.269	13.336	12.888	14.496	13.901	12.432	11.598	1.781	-0.112	-	0.746	
